Transaction_ID,Transaction_Date,Warehouse_Name,City,Product_Category,Product_Name,Supplier_Name,Batch_Number,Inventory_Type,Quantity_Received,Quantity_Dispatched,Damaged_Units,Missing_Units,Unit_Cost_GBP,Selling_Price_GBP,Storage_Section,Employee_Handling,Dispatch_Status,Delivery_Days,Temperature_Controlled,Stock_Audit_Status,Customer_Returns
TXN102826,20-05-2025,Birmingham Distribution,Liverpool,Home Appliances,Mixer,ASDA Distribution,BATCH-1143,Inbound,633,146,40,18,352.02,626.25,B1,Jack Taylor,Delayed,8,Yes,Passed,11
TXN102827,18-04-2025,Liverpool Logistics,Birmingham,Pharma,Paracetamol,Prime Wholesale UK,BATCH-1561,Inbound,556,354,33,12,1087.71,1880.71,D1,Amelia Clark,Delayed,8,No,Passed,16
TXN102828,31-01-2025,Bristol Supply Hub,Glasgow,Fashion,Handbag,ASDA Distribution,BATCH-5992,Outbound,427,296,17,6,88.17,120.76,D2,Noah Wilson,On Time,2,No,Passed,23
TXN102829,06-12-2025,Liverpool Logistics,London,Pharma,Cough Syrup,Sainsbury Logistics,BATCH-8552,Outbound,817,225,5,0,411.2,578.67,D1,Oliver Smith,On Time,2,No,Passed,17
TXN102830,07-04-2026,Manchester Storage,Leeds,Fashion,Handbag,Britannia Pharma,BATCH-6462,Inbound,512,331,12,10,1041.84,1364.37,A2,George Brown,Slightly Delayed,5,No,Passed,22
TXN102831,04-04-2026,London Central Hub,Leeds,Home Appliances,Air Fryer,Tesco Supply Ltd,BATCH-2891,Outbound,96,74,8,20,1162.88,1283.15,A2,Jack Taylor,Delayed,10,Yes,Passed,9
TXN102832,12-12-2025,Leeds Fulfillment,Birmingham,Electronics,Smartphone,Northern Supply Chain,BATCH-4590,Outbound,856,81,35,11,22.04,25.47,C1,Harry Johnson,Slightly Delayed,4,Yes,Passed,5
TXN102833,27-05-2025,Bristol Supply Hub,London,Fashion,Sneakers,Britannia Pharma,BATCH-3072,Outbound,513,89,20,8,828.73,1317.31,A1,Harry Johnson,On Time,3,No,Passed,9
TXN102834,28-09-2025,Birmingham Distribution,Newcastle,Pharma,Vitamin Tablets,Northern Supply Chain,BATCH-9243,Inbound,426,364,15,18,840.66,1408.75,A1,Harry Johnson,Delayed,7,Yes,Passed,5
TXN102835,04-02-2026,London Central Hub,Newcastle,Grocery,Coffee,Tesco Supply Ltd,BATCH-3644,Inbound,852,807,24,12,151.9,194.7,D2,Oliver Smith,On Time,3,No,Passed,21
TXN102836,01-05-2025,London Central Hub,Birmingham,Grocery,Coffee,London Trade Corp,BATCH-4339,Inbound,937,123,20,19,97.5,139.27,D2,Emily Harris,Slightly Delayed,4,Yes,Passed,17
TXN102837,24-08-2025,Glasgow Warehouse,Liverpool,Fashion,Jacket,Prime Wholesale UK,BATCH-2415,Outbound,365,351,15,14,917.2,1600.26,B1,Oliver Smith,Delayed,9,Yes,Passed,10
TXN102838,22-10-2025,Bristol Supply Hub,Leeds,Grocery,Cooking Oil,Prime Wholesale UK,BATCH-5119,Inbound,282,32,0,6,1110.33,1366.21,B2,Noah Wilson,Delayed,7,Yes,Failed,3
TXN102839,22-03-2025,Bristol Supply Hub,Liverpool,Pharma,Paracetamol,ASDA Distribution,BATCH-7028,Outbound,659,444,32,7,734.17,1314.79,B2,Oliver Smith,Slightly Delayed,5,Yes,Passed,6
TXN102840,10-08-2025,Liverpool Logistics,Bristol,Pharma,Paracetamol,Britannia Pharma,BATCH-7860,Inbound,302,58,22,12,770.51,953.27,C2,Harry Johnson,Delayed,7,No,Passed,10
TXN102841,19-09-2025,Birmingham Distribution,Newcastle,Grocery,Cooking Oil,UK Retail Goods,BATCH-5188,Outbound,577,158,13,4,1058.22,1672.9,C2,Emily Harris,Slightly Delayed,5,No,Passed,10
TXN102842,16-12-2025,London Central Hub,Bristol,Home Appliances,Vacuum Cleaner,Britannia Pharma,BATCH-2447,Inbound,706,246,22,5,147.55,225.04,B2,Harry Johnson,On Time,1,No,Passed,8
TXN102843,01-04-2026,Manchester Storage,Bristol,Electronics,Tablet,UK Retail Goods,BATCH-3322,Outbound,365,153,29,16,249.22,428.27,A1,Noah Wilson,Delayed,8,No,Passed,18
TXN102844,13-04-2025,Bristol Supply Hub,Leeds,Electronics,Smartphone,Sainsbury Logistics,BATCH-8609,Inbound,154,24,22,4,459.6,700.27,A2,George Brown,Delayed,7,No,Passed,8
TXN102845,09-11-2025,Newcastle Depot,Leeds,Pharma,Cough Syrup,Northern Supply Chain,BATCH-8853,Inbound,257,119,31,13,614.06,1081.4,D1,Amelia Clark,Delayed,8,Yes,Failed,0
TXN102846,01-05-2026,Manchester Storage,Newcastle,Electronics,Tablet,Tesco Supply Ltd,BATCH-3801,Outbound,261,76,8,15,739.98,1104.54,D2,Harry Johnson,Delayed,9,No,Passed,2
TXN102847,05-08-2025,Bristol Supply Hub,London,Pharma,Cough Syrup,UK Retail Goods,BATCH-9924,Outbound,688,116,34,11,147.96,238.85,C2,George Brown,Slightly Delayed,6,No,Failed,0
TXN102848,06-02-2025,Manchester Storage,London,Fashion,Handbag,Northern Supply Chain,BATCH-7267,Inbound,951,208,10,16,552.81,729.36,C2,George Brown,Delayed,7,Yes,Passed,5
TXN102849,19-10-2025,London Central Hub,Liverpool,Pharma,Bandages,Britannia Pharma,BATCH-8907,Inbound,590,67,35,16,405.31,696.93,A2,George Brown,Delayed,7,Yes,Passed,4
TXN102850,23-11-2025,Glasgow Warehouse,Manchester,Fashion,Jeans,Sainsbury Logistics,BATCH-3524,Inbound,75,73,8,7,1048.55,1612.38,D2,George Brown,Slightly Delayed,6,Yes,Passed,6
TXN102851,12-12-2025,Manchester Storage,Manchester,Electronics,Tablet,UK Retail Goods,BATCH-9144,Outbound,298,210,35,4,270.99,407.42,B2,Emily Harris,Delayed,10,Yes,Passed,14
TXN102852,01-01-2026,Birmingham Distribution,Bristol,Home Appliances,Air Fryer,Northern Supply Chain,BATCH-6390,Inbound,449,244,34,5,298.81,330.3,C1,Jack Taylor,Delayed,9,No,Passed,25
TXN102853,15-07-2025,Leeds Fulfillment,Leeds,Home Appliances,Air Fryer,ASDA Distribution,BATCH-9286,Outbound,396,255,17,6,33.25,45.95,B1,Oliver Smith,On Time,1,Yes,Passed,18
TXN102854,27-10-2025,Leeds Fulfillment,Manchester,Home Appliances,Mixer,ASDA Distribution,BATCH-2236,Outbound,114,46,0,0,623.68,789.79,D1,Noah Wilson,Slightly Delayed,4,Yes,Passed,0
TXN102855,25-05-2025,Birmingham Distribution,Newcastle,Pharma,Paracetamol,ASDA Distribution,BATCH-3721,Inbound,515,405,17,18,1151.58,1309.3,B1,Jack Taylor,Slightly Delayed,5,No,Passed,24
TXN102856,19-02-2026,London Central Hub,Glasgow,Electronics,Monitor,ASDA Distribution,BATCH-8009,Inbound,138,106,24,18,259.66,409.93,B1,Noah Wilson,Delayed,7,Yes,Passed,6
TXN102857,05-05-2025,Birmingham Distribution,Birmingham,Fashion,Jacket,Northern Supply Chain,BATCH-6482,Outbound,971,773,20,15,855.75,1117.59,A2,Charlie Davies,On Time,1,Yes,Passed,11
TXN102858,14-02-2026,Leeds Fulfillment,Leeds,Home Appliances,Vacuum Cleaner,Northern Supply Chain,BATCH-7726,Outbound,589,378,5,13,284.95,411.79,D2,Harry Johnson,On Time,2,Yes,Passed,5
TXN102859,24-09-2025,Glasgow Warehouse,Manchester,Home Appliances,Mixer,ASDA Distribution,BATCH-7023,Inbound,861,122,3,5,999.3,1553.13,A2,Oliver Smith,Slightly Delayed,6,Yes,Passed,9
TXN102860,13-05-2026,Birmingham Distribution,London,Fashion,Jacket,ASDA Distribution,BATCH-5434,Inbound,184,68,23,7,1068.55,1649.51,A2,George Brown,Delayed,10,Yes,Passed,10
TXN102861,20-08-2025,Birmingham Distribution,Newcastle,Fashion,Jeans,Britannia Pharma,BATCH-8676,Outbound,881,103,25,15,981.26,1350.85,A2,Harry Johnson,On Time,3,Yes,Passed,17
TXN102862,31-08-2025,London Central Hub,London,Grocery,Coffee,Sainsbury Logistics,BATCH-9473,Inbound,560,474,2,11,1169.93,1297.26,A2,Noah Wilson,Slightly Delayed,5,Yes,Passed,22
TXN102863,13-01-2026,Leeds Fulfillment,Leeds,Electronics,Smartphone,Britannia Pharma,BATCH-7255,Outbound,908,543,11,9,756.74,1285.72,C1,George Brown,Slightly Delayed,5,No,Passed,18
TXN102864,27-09-2025,Liverpool Logistics,Liverpool,Fashion,Jeans,Britannia Pharma,BATCH-6893,Inbound,357,316,1,0,1116.1,1689.24,A1,Jack Taylor,Delayed,7,Yes,Passed,19
TXN102865,16-03-2026,Newcastle Depot,London,Pharma,Paracetamol,Northern Supply Chain,BATCH-2741,Outbound,732,108,12,20,57.32,64.11,D1,Jack Taylor,Delayed,7,No,Passed,9
TXN102866,29-01-2026,Manchester Storage,Manchester,Home Appliances,Vacuum Cleaner,Northern Supply Chain,BATCH-7442,Inbound,865,676,1,19,629.04,747.64,B2,Jack Taylor,Slightly Delayed,5,No,Passed,8
TXN102867,09-02-2026,Bristol Supply Hub,Liverpool,Electronics,Smartphone,Northern Supply Chain,BATCH-3502,Inbound,428,245,9,9,600.66,854.65,A2,Amelia Clark,On Time,2,Yes,Passed,21
TXN102868,13-08-2025,Bristol Supply Hub,Bristol,Pharma,Cough Syrup,Northern Supply Chain,BATCH-4977,Outbound,162,142,10,6,86.59,133.08,B1,Harry Johnson,On Time,2,No,Passed,25
TXN102869,18-02-2026,Newcastle Depot,London,Home Appliances,Vacuum Cleaner,London Trade Corp,BATCH-8480,Inbound,912,374,32,8,873.34,1524.73,B1,Amelia Clark,On Time,1,No,Passed,12
TXN102870,03-08-2025,Glasgow Warehouse,Newcastle,Pharma,Bandages,ASDA Distribution,BATCH-2362,Inbound,927,729,17,3,818.3,1080.87,B1,Oliver Smith,Delayed,7,No,Passed,0
TXN102871,27-01-2026,Bristol Supply Hub,Newcastle,Electronics,Keyboard,Sainsbury Logistics,BATCH-7705,Inbound,755,692,1,10,753.08,1233.26,C2,Charlie Davies,Slightly Delayed,4,Yes,Passed,11
TXN102872,13-02-2026,Leeds Fulfillment,London,Fashion,T-Shirt,Northern Supply Chain,BATCH-2074,Outbound,130,64,1,7,229.1,391.81,B2,Oliver Smith,Delayed,10,No,Passed,6
TXN102873,20-12-2025,Manchester Storage,Liverpool,Pharma,Vitamin Tablets,UK Retail Goods,BATCH-9915,Inbound,214,171,38,15,650.52,814.34,A1,Oliver Smith,On Time,2,No,Passed,0
TXN102874,05-12-2025,Manchester Storage,Leeds,Electronics,Tablet,Tesco Supply Ltd,BATCH-6556,Outbound,551,450,22,17,374.59,604.87,C2,Oliver Smith,Delayed,10,Yes,Passed,11
TXN102875,16-12-2025,London Central Hub,Leeds,Fashion,Handbag,Northern Supply Chain,BATCH-4160,Outbound,550,58,38,1,734.78,1122.31,A2,Harry Johnson,On Time,3,Yes,Failed,24
TXN102876,11-04-2026,Manchester Storage,Bristol,Home Appliances,Air Fryer,UK Retail Goods,BATCH-7370,Outbound,952,293,33,17,229.28,273.57,D2,Harry Johnson,Delayed,10,No,Failed,22
TXN102877,19-12-2025,Manchester Storage,Glasgow,Fashion,Sneakers,Britannia Pharma,BATCH-9851,Outbound,239,173,26,18,849.39,1489.29,A2,Jack Taylor,On Time,3,Yes,Passed,22
TXN102878,16-02-2026,Glasgow Warehouse,Glasgow,Grocery,Coffee,Tesco Supply Ltd,BATCH-6277,Outbound,385,103,28,15,47.36,53.36,B1,Jack Taylor,Delayed,9,No,Failed,17
TXN102879,22-09-2025,Glasgow Warehouse,London,Electronics,Keyboard,ASDA Distribution,BATCH-4698,Inbound,810,783,34,17,792.82,1379.67,B2,Emily Harris,Delayed,8,Yes,Failed,14
TXN102880,16-03-2026,Birmingham Distribution,Manchester,Pharma,Paracetamol,Britannia Pharma,BATCH-1272,Outbound,355,106,1,3,292.71,493.34,D1,George Brown,Delayed,9,No,Passed,15
TXN102881,06-12-2025,Liverpool Logistics,Liverpool,Home Appliances,Air Fryer,Tesco Supply Ltd,BATCH-9217,Inbound,753,220,22,14,1112.75,1368.1,B2,Jack Taylor,Delayed,7,No,Passed,24
TXN102882,04-03-2026,London Central Hub,Glasgow,Pharma,Cough Syrup,Britannia Pharma,BATCH-7341,Outbound,456,355,32,9,965.16,1229.9,A2,Emily Harris,On Time,3,No,Passed,25
TXN102883,09-11-2025,Leeds Fulfillment,Bristol,Grocery,Rice Pack,Prime Wholesale UK,BATCH-7870,Inbound,850,503,36,0,689.61,795.25,D2,Oliver Smith,Delayed,10,No,Passed,3
TXN102884,21-12-2025,Manchester Storage,London,Electronics,Laptop,Tesco Supply Ltd,BATCH-3334,Inbound,270,202,22,12,876.26,1063.86,C2,Emily Harris,Delayed,8,No,Passed,11
TXN102885,15-12-2025,Glasgow Warehouse,Newcastle,Electronics,Laptop,Sainsbury Logistics,BATCH-9140,Outbound,873,76,16,9,332.65,446.11,D1,George Brown,Delayed,7,Yes,Passed,0
TXN102886,16-10-2025,Glasgow Warehouse,Liverpool,Grocery,Rice Pack,Prime Wholesale UK,BATCH-1479,Inbound,511,183,34,18,218.75,381.66,B2,Emily Harris,Slightly Delayed,4,No,Passed,22
TXN102887,09-04-2025,Birmingham Distribution,Liverpool,Electronics,Monitor,Prime Wholesale UK,BATCH-8890,Outbound,239,21,13,4,1069.79,1385.87,D1,Emily Harris,Delayed,10,No,Passed,19
TXN102888,16-09-2025,Bristol Supply Hub,London,Pharma,Bandages,Prime Wholesale UK,BATCH-8230,Outbound,447,299,20,6,997.76,1291.2,D2,Jack Taylor,Slightly Delayed,5,No,Passed,25
TXN102889,02-02-2026,Birmingham Distribution,Leeds,Pharma,Cough Syrup,Sainsbury Logistics,BATCH-8347,Inbound,742,469,35,11,476.4,623.85,C1,Amelia Clark,On Time,2,Yes,Passed,20
TXN102890,17-06-2025,Newcastle Depot,Newcastle,Home Appliances,Microwave,Northern Supply Chain,BATCH-4940,Outbound,143,71,22,4,224.39,328.72,A2,Jack Taylor,Slightly Delayed,4,No,Passed,17
TXN102891,04-05-2026,London Central Hub,Liverpool,Fashion,T-Shirt,ASDA Distribution,BATCH-9583,Outbound,501,173,28,13,934.18,1409.62,B1,Emily Harris,On Time,2,No,Failed,18
TXN102892,08-12-2025,Leeds Fulfillment,Birmingham,Fashion,Jacket,Tesco Supply Ltd,BATCH-6415,Inbound,945,439,34,16,954.52,1497.56,C2,Emily Harris,Delayed,8,No,Passed,12
TXN102893,30-09-2025,Glasgow Warehouse,Manchester,Grocery,Cooking Oil,London Trade Corp,BATCH-4812,Inbound,892,91,25,6,317.93,440.29,B1,Harry Johnson,On Time,2,No,Passed,2
TXN102894,19-01-2026,Bristol Supply Hub,Bristol,Grocery,Cereal,London Trade Corp,BATCH-2770,Outbound,178,177,32,20,1010.9,1553.22,D1,Amelia Clark,Delayed,9,Yes,Passed,25
TXN102895,05-04-2026,Glasgow Warehouse,Glasgow,Electronics,Monitor,Sainsbury Logistics,BATCH-4014,Outbound,64,42,36,7,738.83,1052.23,C1,Harry Johnson,On Time,2,Yes,Passed,8
TXN102896,16-04-2026,Bristol Supply Hub,Liverpool,Fashion,Sneakers,Sainsbury Logistics,BATCH-1093,Inbound,392,98,38,11,863.32,1288.82,B1,Emily Harris,Slightly Delayed,4,Yes,Passed,2
TXN102897,27-01-2025,Leeds Fulfillment,Newcastle,Grocery,Rice Pack,London Trade Corp,BATCH-6453,Outbound,562,71,3,4,103.31,133.75,D2,Emily Harris,Delayed,9,Yes,Passed,9
TXN102898,09-10-2025,Liverpool Logistics,Bristol,Grocery,Cooking Oil,Northern Supply Chain,BATCH-5303,Inbound,623,204,14,19,86.61,102.99,C2,Oliver Smith,On Time,2,No,Passed,12
TXN102899,07-08-2025,Manchester Storage,Liverpool,Home Appliances,Air Fryer,Prime Wholesale UK,BATCH-1873,Inbound,261,55,36,14,1071.6,1561.68,C1,Jack Taylor,Slightly Delayed,6,No,Passed,19
TXN102900,24-07-2025,London Central Hub,Leeds,Home Appliances,Microwave,Prime Wholesale UK,BATCH-9592,Inbound,406,308,34,19,872.89,1327.95,A1,Amelia Clark,Delayed,7,Yes,Failed,13
TXN102901,01-04-2025,Leeds Fulfillment,Leeds,Pharma,Bandages,Northern Supply Chain,BATCH-4973,Inbound,787,359,32,17,1106.79,1674.77,B1,Jack Taylor,Delayed,8,Yes,Failed,21
TXN102902,29-10-2025,Manchester Storage,Birmingham,Electronics,Keyboard,Sainsbury Logistics,BATCH-1623,Inbound,226,137,19,18,298.57,446.95,A2,Charlie Davies,On Time,1,Yes,Passed,4
TXN102903,02-01-2026,Glasgow Warehouse,Birmingham,Home Appliances,Microwave,UK Retail Goods,BATCH-9004,Inbound,130,46,24,16,338.27,448.98,A1,Emily Harris,On Time,2,No,Passed,15
TXN102904,14-01-2025,Leeds Fulfillment,Newcastle,Pharma,Paracetamol,Britannia Pharma,BATCH-4929,Inbound,679,75,2,6,215.21,381.95,D1,Emily Harris,Delayed,7,No,Passed,17
TXN102905,22-04-2025,Glasgow Warehouse,Leeds,Pharma,Bandages,UK Retail Goods,BATCH-8316,Outbound,328,132,4,1,981.36,1759.04,D2,Noah Wilson,On Time,3,Yes,Failed,23
TXN102906,05-11-2025,Bristol Supply Hub,Birmingham,Pharma,Cough Syrup,Sainsbury Logistics,BATCH-5447,Inbound,600,198,4,19,510.28,826.93,A2,George Brown,Slightly Delayed,6,Yes,Failed,4
TXN102907,11-01-2025,Manchester Storage,Leeds,Pharma,Cough Syrup,ASDA Distribution,BATCH-3090,Outbound,563,533,39,16,238.56,365.41,D2,Oliver Smith,Slightly Delayed,4,No,Passed,14
TXN102908,12-01-2026,Newcastle Depot,Glasgow,Electronics,Monitor,Prime Wholesale UK,BATCH-2137,Inbound,560,210,19,8,1077.69,1802.63,B2,Harry Johnson,Slightly Delayed,5,No,Passed,25
TXN102909,18-07-2025,Glasgow Warehouse,Bristol,Fashion,Handbag,UK Retail Goods,BATCH-5583,Outbound,903,518,13,3,810.16,965.19,C1,Charlie Davies,On Time,3,Yes,Passed,22
TXN102910,15-09-2025,Birmingham Distribution,Bristol,Electronics,Laptop,UK Retail Goods,BATCH-4071,Outbound,869,606,0,6,1028.98,1531.48,C2,Oliver Smith,Slightly Delayed,6,Yes,Passed,15
TXN102911,09-10-2025,Birmingham Distribution,London,Electronics,Keyboard,Prime Wholesale UK,BATCH-5086,Outbound,208,119,19,5,136.98,151.32,D1,Jack Taylor,Slightly Delayed,4,No,Passed,1
TXN102912,16-10-2025,Leeds Fulfillment,Liverpool,Fashion,Handbag,UK Retail Goods,BATCH-6660,Outbound,894,340,37,19,8.16,13.17,B1,Noah Wilson,On Time,2,No,Passed,25
TXN102913,21-01-2025,Birmingham Distribution,Birmingham,Electronics,Tablet,Sainsbury Logistics,BATCH-1902,Outbound,124,29,7,16,568.55,898.61,B2,George Brown,On Time,1,Yes,Passed,1
TXN102914,06-08-2025,Newcastle Depot,Manchester,Home Appliances,Vacuum Cleaner,Tesco Supply Ltd,BATCH-2509,Outbound,639,387,24,1,637.32,936.76,D2,George Brown,Slightly Delayed,5,No,Passed,25
TXN102915,18-10-2025,Bristol Supply Hub,Bristol,Fashion,Sneakers,London Trade Corp,BATCH-1954,Outbound,968,598,39,3,923.92,1601.33,C2,Emily Harris,Slightly Delayed,4,No,Passed,24
TXN102916,28-01-2025,Leeds Fulfillment,Glasgow,Electronics,Tablet,Tesco Supply Ltd,BATCH-7453,Inbound,526,505,12,3,512.54,649.41,B1,Emily Harris,Slightly Delayed,6,Yes,Passed,22
TXN102917,09-08-2025,Bristol Supply Hub,Bristol,Pharma,Vitamin Tablets,Northern Supply Chain,BATCH-8648,Outbound,914,301,5,13,732.06,937.05,C1,Amelia Clark,Slightly Delayed,6,Yes,Failed,8
TXN102918,19-04-2025,Newcastle Depot,Leeds,Grocery,Cereal,UK Retail Goods,BATCH-8329,Outbound,362,24,1,0,1121.79,1889.97,D2,Harry Johnson,On Time,2,Yes,Passed,24
TXN102919,20-12-2025,Newcastle Depot,Bristol,Fashion,Jeans,Sainsbury Logistics,BATCH-3314,Inbound,569,202,12,5,180.99,306.41,B2,Jack Taylor,Delayed,9,No,Passed,1
TXN102920,22-02-2026,London Central Hub,London,Electronics,Smartphone,Tesco Supply Ltd,BATCH-1311,Outbound,332,80,30,15,488.82,695.72,A2,Harry Johnson,Delayed,7,No,Passed,5
TXN102921,18-09-2025,Manchester Storage,Leeds,Pharma,Bandages,Tesco Supply Ltd,BATCH-3103,Outbound,672,264,39,6,752.47,936.28,D1,Noah Wilson,Slightly Delayed,5,Yes,Passed,10
TXN102922,31-01-2026,Glasgow Warehouse,Manchester,Pharma,Cough Syrup,UK Retail Goods,BATCH-2796,Inbound,742,558,3,20,27.54,39.57,B1,Noah Wilson,Delayed,8,No,Passed,1
TXN102923,08-12-2025,Manchester Storage,Liverpool,Home Appliances,Microwave,London Trade Corp,BATCH-5887,Inbound,331,151,24,17,1119.73,1482.27,C1,George Brown,On Time,2,Yes,Passed,5
TXN102924,08-05-2025,Newcastle Depot,London,Fashion,Sneakers,ASDA Distribution,BATCH-1773,Outbound,380,252,2,2,566.57,944.44,C2,Noah Wilson,Delayed,8,No,Passed,1
TXN102925,10-02-2025,Birmingham Distribution,Bristol,Pharma,Cough Syrup,Sainsbury Logistics,BATCH-8872,Outbound,858,761,36,15,104.09,148.96,C2,Amelia Clark,Slightly Delayed,4,Yes,Passed,13
TXN102926,16-07-2025,Manchester Storage,Manchester,Electronics,Smartphone,Sainsbury Logistics,BATCH-3124,Inbound,168,149,27,19,985.8,1091.75,A1,Emily Harris,Slightly Delayed,6,No,Passed,16
TXN102927,12-04-2025,Liverpool Logistics,Manchester,Fashion,Sneakers,Britannia Pharma,BATCH-3205,Outbound,274,112,35,7,31.72,45.84,A2,Amelia Clark,Slightly Delayed,4,Yes,Passed,21
TXN102928,13-02-2026,Bristol Supply Hub,Leeds,Fashion,Sneakers,Sainsbury Logistics,BATCH-3826,Inbound,712,424,34,13,265.45,459.48,D1,George Brown,Slightly Delayed,5,No,Passed,24
TXN102929,02-02-2026,Bristol Supply Hub,Liverpool,Pharma,Vitamin Tablets,Britannia Pharma,BATCH-5748,Inbound,105,21,12,11,643.97,1007.62,A1,Charlie Davies,Delayed,9,Yes,Passed,9
TXN102930,09-03-2026,Newcastle Depot,Liverpool,Home Appliances,Vacuum Cleaner,Britannia Pharma,BATCH-1771,Outbound,993,107,38,5,531.58,952.58,B2,George Brown,Delayed,8,Yes,Failed,17
TXN102931,26-04-2025,Birmingham Distribution,London,Electronics,Monitor,Prime Wholesale UK,BATCH-4584,Outbound,728,505,5,15,545.04,635.33,A2,Emily Harris,On Time,1,No,Passed,10
TXN102932,03-01-2025,London Central Hub,London,Fashion,Sneakers,Tesco Supply Ltd,BATCH-2478,Inbound,158,141,40,19,84.29,108.77,B2,Oliver Smith,Delayed,9,Yes,Passed,23
TXN102933,08-01-2026,Liverpool Logistics,Birmingham,Electronics,Smartphone,ASDA Distribution,BATCH-6820,Inbound,894,580,37,0,310.04,342.79,B1,Emily Harris,On Time,2,No,Passed,4
TXN102934,07-08-2025,Manchester Storage,Glasgow,Pharma,Cough Syrup,UK Retail Goods,BATCH-4380,Outbound,305,249,26,9,390.15,449.78,C2,Emily Harris,Slightly Delayed,5,No,Passed,15
TXN102935,05-04-2025,London Central Hub,Liverpool,Electronics,Keyboard,UK Retail Goods,BATCH-9555,Inbound,156,94,32,14,891.85,1410.32,D1,Charlie Davies,Delayed,10,No,Passed,3
TXN102936,25-10-2025,Birmingham Distribution,Newcastle,Home Appliances,Air Fryer,Prime Wholesale UK,BATCH-1439,Outbound,597,407,34,2,167.06,230.91,D1,Charlie Davies,Delayed,10,No,Passed,25
TXN102937,09-09-2025,Liverpool Logistics,London,Pharma,Bandages,Tesco Supply Ltd,BATCH-8575,Outbound,430,325,28,14,798.01,1056.43,A1,Amelia Clark,Delayed,8,Yes,Passed,6
TXN102938,20-04-2026,Birmingham Distribution,Bristol,Grocery,Tea Bags,Prime Wholesale UK,BATCH-9193,Outbound,290,134,36,7,338.46,555.29,C2,Emily Harris,On Time,2,Yes,Passed,14
TXN102939,21-03-2025,Newcastle Depot,Liverpool,Grocery,Cereal,Sainsbury Logistics,BATCH-2092,Inbound,976,396,16,12,8.61,13.95,B2,Oliver Smith,Slightly Delayed,6,No,Passed,16
TXN102940,01-01-2026,Birmingham Distribution,Glasgow,Fashion,Handbag,London Trade Corp,BATCH-9190,Outbound,647,191,40,16,632.72,702.66,B2,Oliver Smith,On Time,3,Yes,Passed,15
TXN102941,07-04-2025,Manchester Storage,Glasgow,Electronics,Monitor,Britannia Pharma,BATCH-4683,Outbound,662,616,4,19,941.52,1042.36,C1,Harry Johnson,On Time,3,No,Passed,9
TXN102942,27-12-2025,Birmingham Distribution,Leeds,Fashion,Jacket,London Trade Corp,BATCH-7178,Inbound,703,579,18,17,892.36,1286.42,C1,Noah Wilson,On Time,2,No,Passed,11
TXN102943,09-05-2026,Leeds Fulfillment,London,Electronics,Keyboard,Northern Supply Chain,BATCH-3686,Outbound,306,73,26,4,759.21,1249.32,A1,Harry Johnson,Delayed,7,Yes,Passed,4
TXN102944,09-02-2025,Manchester Storage,Newcastle,Electronics,Smartphone,ASDA Distribution,BATCH-1118,Outbound,945,893,25,13,541.34,619.36,C2,George Brown,Delayed,10,Yes,Passed,15
TXN102945,12-10-2025,Bristol Supply Hub,London,Electronics,Keyboard,London Trade Corp,BATCH-1572,Inbound,937,642,35,0,184.07,212.63,C1,Amelia Clark,On Time,2,Yes,Passed,20
TXN102946,23-05-2025,Glasgow Warehouse,Glasgow,Electronics,Monitor,Britannia Pharma,BATCH-6368,Inbound,293,171,5,15,1079.46,1381.42,B1,Noah Wilson,On Time,2,Yes,Passed,10
TXN102947,10-04-2025,Liverpool Logistics,Bristol,Pharma,Paracetamol,UK Retail Goods,BATCH-4812,Outbound,474,426,19,19,109.11,170.12,C1,Amelia Clark,Delayed,7,No,Passed,0
TXN102948,02-02-2025,Manchester Storage,Bristol,Electronics,Monitor,London Trade Corp,BATCH-4784,Outbound,351,154,13,10,219.33,364.63,C1,Emily Harris,On Time,1,Yes,Failed,25
TXN102949,16-05-2025,Glasgow Warehouse,Birmingham,Fashion,T-Shirt,Britannia Pharma,BATCH-5513,Outbound,678,457,40,15,585.11,899.63,C1,Harry Johnson,Slightly Delayed,4,No,Passed,6
TXN102950,03-03-2026,London Central Hub,Bristol,Pharma,Paracetamol,UK Retail Goods,BATCH-3513,Outbound,634,37,16,6,1156.33,1866.79,D1,Charlie Davies,On Time,2,Yes,Passed,24
TXN102951,23-02-2025,Bristol Supply Hub,Leeds,Grocery,Cooking Oil,UK Retail Goods,BATCH-9461,Outbound,989,486,5,1,46.27,70.92,D2,Oliver Smith,Delayed,10,Yes,Failed,18
TXN102952,18-10-2025,Birmingham Distribution,Liverpool,Grocery,Rice Pack,Northern Supply Chain,BATCH-3082,Outbound,421,44,38,3,1192.61,2028.84,B2,George Brown,Slightly Delayed,4,No,Passed,11
TXN102953,02-01-2025,Bristol Supply Hub,Birmingham,Fashion,Jacket,UK Retail Goods,BATCH-9716,Inbound,163,63,18,18,893.2,1070.05,B2,George Brown,Slightly Delayed,4,No,Failed,11
TXN102954,12-08-2025,Manchester Storage,Manchester,Electronics,Monitor,Prime Wholesale UK,BATCH-3304,Inbound,555,111,31,14,482.98,761.85,B2,Noah Wilson,Delayed,10,No,Passed,18
TXN102955,10-08-2025,Newcastle Depot,Birmingham,Electronics,Tablet,Britannia Pharma,BATCH-6800,Inbound,799,234,23,6,103.37,140.72,C1,Oliver Smith,Slightly Delayed,6,No,Passed,3
